Ab. Y Paleteria La Chaparrita,1,4.0,N/A,23.6345012367459,-102.552784122527,Taylor Lake Village,TX 
Dairy Queen,7,4.0,$,30.5210348697002,-86.4871424975967,Niceville,FL
Pino Gelato,14,3.5,$,30.3853438084479,-86.3387480088051,Destin,FL
Okaloosa National Mini Golf & Ice Cream,7,3.5,$,30.3964738,-86.6011637,Fort Walton Beach,FL
Sugarland Candy & Ice Cream,8,2.5,$,30.3956541,-86.5113133,Destin,FL
Marble Slab Creamery,17,2.0,$$,30.3875064849854,-86.4275207519531,Destin,FL
Dippin' Dots,14,3.5,$$,30.394078,-86.505954,Destin,FL
Cups and Cones,6,3.0,$$,30.3900901852436,-86.4250658708098,Destin,FL
Hartell's Village Diner,31,3.5,$,30.3900634585428,-86.3252252925903,Sandestin,FL
Tcby,3,3.5,$,30.3767566680908,-86.350700378418,Miramar Beach,FL
Dunkin' Donuts & Baskin Robins,19,1.5,$,30.5161413664133,-86.4657242596149,Niceville,FL
Dairy Queen & Stuckey's,10,2.5,$$,30.56712,-87.033459,Baghdad,FL
The Ice Cream Shoppe,1,3.0,N/A,30.3810806274414,-86.3557891845703,Miramar Beach,FL
Dairy Queen,5,2.0,$,30.3771766948714,-86.3764227205671,Miramar Beach,FL
II Gelato,2,3.5,$$$,30.3778477,-86.350563,Miramar Beach,FL
T C B Y the Country's Best Yogurt,1,1.0,N/A,30.3767566680908,-86.350700378418,Miramar Beach,FL
Homemade Ice Cream Shoppe,51,4.5,$,30.2063044,-85.8590374,Panama City Beach,FL
Pink Pelican Ice Cream,81,4.5,$,30.184587,-85.816652,Panama City,FL
Milk & Honey Frozen Yogurt,7,5.0,$,30.7612703332682,-85.1996080606667,Marianna,FL
Hershey's Beach Ice Cream Shop,39,4.5,$,30.17032,-85.7946599,Panama City Beach,FL
David's New Orleans Style Sno-Balls,230,4.5,$,30.2083612646224,-85.8466326701984,Panama City Beach,FL
Sweet Berri,24,4.5,$,30.1438208,-85.591059,Panama City,FL
Kilwins,64,4.0,$$,30.21628,-85.87632,Panama City Beach,FL
Menchie's,17,4.5,$,30.1983795166016,-85.8146820068359,Panama City Beach,FL
Sweet Frog Premium Frozen Yogurt,16,4.5,$,30.1899038,-85.6720829,Panama City,FL
Cold Stone Creamery,6,4.5,$,30.1884956359863,-85.6443786621094,Panama City,FL
Amore Donuts,44,4.5,$,30.2046859348495,-85.8555362930966,Panama City Beach,FL
Chill,10,4.5,$,30.1896057,-85.6697083,Panama City,FL
Sugeez Sweets,4,4.5,N/A,30.1684932320797,-85.7016524299979,Panama City,FL
sweetFrog Premium Frozen Yogurt,10,4.0,$,30.22198,-85.86668,Panama City Beach,FL
Bruster's Real Ice Cream,20,3.5,$,30.1745014190674,-85.7605209350586,Panama City Beach,FL
Sno Biz,5,5.0,$$,30.1956853766024,-85.839451688739,Panama City Beach,FL
Marble Slab Creamery,28,3.0,$$$,30.2179726213217,-85.8738009631634,Panama City Beach,FL
Baskin - Robbins,1,5.0,$,30.1901187896729,-85.6800842285156,Panama City,FL
Bippy's By The Beach Frozen Yogurt,15,3.0,$,30.21678,-85.87425,Panama City Beach,FL
Marble Slab Creamery,8,3.0,$$,30.1798433395422,-85.8010768890381,Panama City Beach,FL
Dippin' Dots,13,4.5,$,30.17764,-85.80192,Panama City Beach,FL
Dairy Queen,3,4.5,$,30.2154102325439,-85.6501617431641,Lynn Haven,FL
Dippin' Dots,5,4.0,$,30.210514,-85.866249,Panama City Beach,FL
Kitchens'ice Cream,1,5.0,$,30.1855514198542,-85.8182282745838,Panama City Beach,FL
Dairy Queen,11,2.5,$,30.2000179290771,-85.8212966918945,Panama City Beach,FL
Sonic Drive-In,7,2.5,$,30.1899853849296,-85.6636441844734,Panama City,FL
Dairy Queen,7,2.5,$,30.1595646244682,-85.5909459826369,Callaway,FL
Bruster's Real Ice Cream,3,2.5,$,30.1798792784596,-85.8046469092369,Panama City Beach,FL
The Sweet Spot,1,1.0,N/A,30.1897068321705,-85.6703694909811,Panama City,FL
DQ Grill & Chill Restaurant,1,4.0,N/A,30.1997289,-85.8210157,Panama City Beach,FL
Lofty Pursuits,100,4.5,$,30.5051968952281,-84.2534723784097,Tallahassee,FL
Nuberri,24,4.0,$,30.443009885808,-84.248469811687,Tallahassee,FL
Bruster's Real Ice Cream,14,4.5,$,30.42747,-84.23896,Tallahassee,FL
Diva Pops,20,4.5,$,30.440182,-84.3202507,Tallahassee,FL
Barb's Southern Style Gourmet Brittles,24,4.0,$,30.46212,-84.2814,Tallahassee,FL
Nuberri Frozen Yogurt,13,4.0,$,30.542828,-84.225601,Tallahassee,FL
Mr Cool Ice Cream,4,4.0,$,30.4444797925126,-84.2921901937841,Tallahassee,FL
Big Easy Snowballs,32,4.0,$,30.46106,-84.28104,Tallahassee,FL
Pong's Boba Tea,26,3.5,$,30.4493,-84.30456,Tallahassee,FL
Sweet Frog Premium Frozen Yogurt,7,4.0,$,30.5628781,-84.2134991,Tallahassee,FL
Yogurt Mountain,15,3.0,$,30.448684,-84.311336,Tallahassee,FL
Big Easy Snowballs,8,4.0,$$,30.45866459813,-84.2305001450838,Tallahassee,FL
Bruster's Real Ice Cream,5,3.5,$,30.46321,-84.3144499,Tallahassee,FL
Bishop's Best,3,5.0,$$$,30.4336914691911,-84.2553415702249,Tallahassee,FL
Cold Stone Creamery,7,3.0,$$,30.4493560791016,-84.3063888549805,Tallahassee,FL
Dairy Queen,11,3.0,$,30.4705715179443,-84.2886199951172,Tallahassee,FL
Cold Stone Creamery,4,4.0,$$,30.47285,-84.29114,Tallahassee,FL
Insomnia Cookies,23,3.0,$,30.4489968210092,-84.3075354024768,Tallahassee,FL
TCBY,5,2.0,$,30.4486694,-84.2611923,Tallahassee,FL
Ice Cream La Michoacana,1,5.0,N/A,30.5868682861328,-84.592170715332,Quincy,FL
Dairy Queen Grill & Chill,3,2.5,N/A,30.4267984254825,-84.226934351027,Tallahassee,FL
Dairy Queen,1,1.0,N/A,30.4352989196777,-84.254150390625,Tallahassee,FL
Dairy Queen,1,1.0,$$,30.4763937805295,-84.362589083612,Tallahassee,FL
The Mix - Valdosta,9,4.5,$,30.8471215114427,-83.3035224125368,Valdosta,GA
Dairy Queen,2,3.0,$,30.3977966495438,-83.358861795907,Madison,FL
The Scoop Ice Cream Parlor & Sandwich Shop,2,4.5,N/A,30.87088,-83.28255,Valdosta,GA
Snopocalypse,5,5.0,$,30.822559826939,-83.2748681027191,Valdosta,GA
Marble Slab Creamery,1,5.0,N/A,30.84733,-83.32236,Valdosta,GA
Bruster's Real Ice Cream,2,4.0,$$,30.8409957885742,-83.320198059082,Valdosta,GA
Menchie's Frozen Yogurt,1,4.0,$$,30.8432576440936,-83.3199604600668,Valdosta,GA
Dairy Queen,7,3.5,N/A,30.8833839963619,-83.2890352606773,Valdosta,GA
Bruster's,4,3.0,$,30.87424659729,-83.2920532226562,Valdosta,GA
La' Berry Frozen Yogurt Cafe,4,2.5,$$,30.8473909969333,-83.3222639622604,Valdosta,GA
Live Oak Frozen Treats,6,4.5,$,30.2810327411759,-82.9899684237643,Live Oak,FL
The Scoop,3,3.0,$,30.8715699613094,-83.2817208766937,Valdosta,GA
Dairy Queen,3,1.0,N/A,30.8207278070263,-83.3124752828728,Valdosta,GA
Dairy Queen,3,2.5,$,30.2894173,-82.9875641,Live Oak,FL
Dairy Queen,1,1.0,N/A,30.83871,-83.27942,Valdosta,GA
Dairy Queen,9,1.0,$,30.89519,-83.3573399,Valdosta,GA
Dreamette,4,4.5,$,30.2639108151197,-82.1228536963463,Macclenny,FL
Bruster's Real Ice Cream,17,4.0,$,30.1963751366436,-81.8266256859293,Jacksonville,FL
Po'Boys homestyle cooking & BBQ,3,5.0,N/A,30.566291809082,-81.832763671875,Callahan,FL
Whistlin Dixie,1,4.0,N/A,30.830699,-82.009528,Folkston,GA
Dairy Queen,4,3.0,$,30.818332,-82.000961,Folkston,GA
Big Boys Soft Serve And Sandwiches,4,3.5,N/A,30.2809890277785,-82.1345560646821,Macclenny,FL
Josie's Frozen Yogurt,15,3.5,$,31.5595351,-110.2571251,Sierra Vista,AZ
Sweets Ala Mode,6,2.0,N/A,31.5396119989547,-110.257976017892,Sierra Vista,AZ
Sweet Lizard Frozen Yogurt,3,3.5,$$,31.5294895,-110.2594299,Sierra Vista,AZ
Dairy Queen,14,1.5,$,31.53699,-110.25816,Sierra Vista,AZ
Dairy Queen,2,2.5,$,31.5543,-110.29772,Sierra Vista,AZ
Dairy Queen,1,5.0,N/A,31.33886,-109.56292,Douglas,AZ
Dairy Mart,6,3.0,$,31.4224061688111,-103.503893427551,Pecos,TX
Sonic Drive In,4,2.0,$,31.4242364,-103.4995728,Pecos,TX
Dairy Queen,7,2.5,$,31.4137003,-103.5014063,Pecos,TX
Dairy Queen,3,1.0,N/A,31.3955083,-102.3498234,Crane,TX
Walter's Dairy Queen,4,2.0,$,31.5799822347762,-102.892013853537,Monahans,TX
Dairy Queen,29,1.5,$,30.8940849,-102.8826689,Fort Stockton,TX
The Latest Scoop,19,5.0,$,31.4596065812895,-100.436929542431,San Angelo,TX
TJ's Frozen Yogurt and Coffee,28,4.5,$,31.4216217,-100.4680746,San Angelo,TX
Iggy's Italian Ice,26,4.5,$,31.4450707278221,-100.480223527081,San Angelo,TX
Iggy's Italian Ice,9,4.5,$,31.4434342780316,-100.480026024328,San Angelo,TX
Frozen Bliss Froyo,5,4.5,$$,31.4354252815247,-100.501829981804,San Angelo,TX
Marble Slab Creamery,7,4.5,$$,31.4357486717814,-100.495666265488,San Angelo,TX
Freddy's Frozen Custard & Steakburgers,27,3.5,$,31.4372,-100.49356,San Angelo,TX
Baskin-Robbins,3,4.0,$,31.4444408,-100.4805374,San Angelo,TX
Pinguis Paleteria,4,4.0,$,31.4846230298281,-100.451187193394,San Angelo,TX
Dairy Queen,19,2.0,$,31.4289,-100.50841,San Angelo,TX
Baskin-Robbins 31 Flavors Ice Cream & Yogurt,2,2.5,$$,31.4616203308105,-100.444633483887,San Angelo,TX
Dairy Queen,1,4.0,N/A,31.12504,-99.3358,Brady,TX
Waffle Cone,44,4.5,$,31.1216035434509,-97.8969569915794,Copperas Cove,TX
Rock And Roll Ice Cream Parlor,39,4.5,$,31.0605388254732,-97.7322899190502,Killeen,TX
Ice Bee's,25,3.5,$,31.086154,-97.79042,Killeen,TX
Mango Cup,20,4.0,$$,31.1102857853077,-97.8000479214402,Killeen,TX
Freddy's Frozen Custard & Steakburgers,52,4.0,$,31.1013120483438,-97.8047404835747,Killeen,TX
Candy Outfitters,9,5.0,$$,31.1119980521886,-97.9079214013275,Copperas Cove,TX
Surfing Cow Ice Cream Parlor & Treatery,17,4.5,$,31.06583,-97.66399,Harker Heights,TX
YoYo's Frozen Yogurt,35,3.5,$,31.07154,-97.66807,Harker Heights,TX
Mr Snow,15,4.5,$,31.0958160459995,-97.6947232335806,Killeen,TX
Billy Bob's Burgers,120,4.5,$,31.07663,-97.70551,Killeen,TX
Bahama Buck's,27,4.0,$,31.0687179837933,-97.6710313481739,Harker Heights,TX
The Bloom Coffee Roasters,11,5.0,$$,31.12017,-97.7088,Killeen,TX
The Cake Lady Bakery & Cafe,5,5.0,$,31.0463843857432,-98.1813926249743,Lampasas,TX
Dairy Queen,7,3.5,$$,31.125659942627,-97.902587890625,Copperas Cove,TX
Freddy's Frozen Custard & Steakburgers,25,3.5,$,31.0654943149867,-97.6659544400644,Harker Heights,TX
Mango Cup Frozen Yogurt,4,3.0,$$,31.1207351,-97.8636031,Copperas Cove,TX
Chunky Cow Cafe and Creamery,20,4.5,N/A,30.84154,-97.79275,Florence,TX
Dairy Queen,10,2.5,$,31.076545200783,-97.702969860791,Killeen,TX
Sno Bucks,2,5.0,N/A,31.435082387667,-97.7421931189632,Gatesville,TX
Dairy Queen,16,2.5,$,31.0728194708935,-97.6719863260313,Harker Heights,TX
Dairy Queen,8,2.0,$$,31.11174,-97.9108,Copperas Cove,TX
Smoothies Yogurt,1,5.0,$$,31.0883197784424,-97.6595077514648,Harker Heights,TX
Dairy Queen,8,2.0,$,31.0581970214844,-98.1800994873047,Lampasas,TX
North Fort Hood DFAC,4,3.0,$,31.361268172506,-97.6898309919213,Gatesville,TX
Dairy Queen,1,1.0,$$,31.4344,-97.73959,Gatesville,TX
Hands Off My Funnel Cake,6,4.5,$,30.5663984202474,-97.6894104841674,Round Rock,TX
Heritage Creamery,71,4.5,$,31.5458970803582,-97.1244103288275,Waco,TX
Katie's Frozen Custard,70,4.0,$,31.52697,-97.15391,Waco,TX
Pokey O's Cookies & Ice Cream,21,4.5,$,31.549333,-97.1466695,Waco,TX
3 Spoons Yogurt,14,4.0,$,31.4981851989211,-97.15800187748,Waco,TX
U-Swirl,8,3.5,$,31.5230827,-97.1697305,Waco,TX
Noggin Fuel,14,4.5,$$,31.53976,-97.12534,Waco,TX
Hey Sugar Candy Store,15,4.0,$$,31.554,-97.13445,Waco,TX
Coco's Shaved Ice,17,4.5,$,31.5411510467529,-97.1766128540039,Waco,TX
La Nueva Michoacana Palateria,5,5.0,N/A,31.5491878241301,-97.1595601737499,Waco,TX
Freddy's Frozen Custard & Steakburgers,32,3.5,$,31.4818248853038,-97.2082593664527,Waco,TX
Dairy Queen,2,4.0,N/A,31.0353972762823,-96.9847096502781,Rosebud,TX
Mango Loco,2,5.0,$,31.5905220146044,-97.1001312182569,Waco,TX
Freddy's Frozen Custard & Steakburgers,16,3.0,$,31.5465908645631,-97.1263624727726,Waco,TX
Baskin-Robbins,11,3.5,$,31.5350606292486,-97.1908394247293,Waco,TX
Steel City Pops,4,4.5,$$,31.5516215303534,-97.1246629580855,Waco,TX
Dairy Queen,7,2.5,$$,31.4614601,-97.175972,Hewitt,TX
Helados La Azteca,5,4.0,N/A,31.5330436080694,-97.1567834168673,Waco,TX
Janet's/ Bremond Video and Ice Cream Parlor,1,5.0,$$,31.1659739595001,-96.6759356546311,Bremond,TX
Janet's,1,5.0,N/A,31.16689,-96.67482,Bremond,TX
Dairy Queen,7,3.0,$,31.5434093475342,-97.1096725463867,Waco,TX
Dairy Queen,3,3.0,$,31.5208775,-96.5355646,Groesbeck,TX
Dairy Queen,4,1.5,$,31.3066902160645,-96.8759918212891,Marlin,TX
Noemi's Sno Cones,2,3.0,$,31.57968,-97.17347,Waco,TX
Dairy Queen,7,3.0,$,30.8567407,-96.9891056,Cameron,TX
Dairy Queen,3,2.5,N/A,31.5431,-96.83129,Mart,TX
Old School Coffee & Creamery,1,5.0,$$,30.8520350419581,-96.9769244819824,Cameron,TX
Sprinkles,1,5.0,N/A,31.485923,-97.21215,Waco,TX
Dairy Queen,4,2.5,N/A,31.53864,-97.17993,Waco,TX
Dairy Queen,3,2.0,$,30.9832171,-96.6783822,Calvert,TX
Mango Tango Shaved Ice,1,1.0,N/A,31.4696723967791,-97.1159990876913,Robinson,TX
Dairy Queen,3,1.0,$,31.59253,-97.09713,Waco,TX
Dairy Queen,7,2.5,$,31.5226097106934,-97.1763763427734,Waco,TX
Sonic Drive-In,8,2.0,N/A,31.5995,-97.10749,Bellmead,TX
Dairy Queen,9,2.0,$,30.8748241043285,-96.5946870478343,Hearne,TX
Dairy Queen,8,2.5,$,31.6376075744629,-97.0973129272461,Lacy Lakeview,TX
Dairy Queen,4,2.0,$,31.4771805,-97.1193237,Robinson,TX
"MOOYAH Burgers, Fries & Shakes",1,3.0,N/A,31.5470058137196,-97.1210023914164,Waco,TX
Dairy Queen,1,2.0,N/A,31.5829792,-97.1743774,Waco,TX
Dairy Queen,3,3.5,N/A,30.9483032226562,-95.9154205322266,Madisonville,TX
Dairy Queen,8,2.0,$,31.2578269054046,-95.9911053186508,Centerville,TX
Dairy Queen,27,2.5,$,31.448298,-96.077643,Buffalo,TX
Orange Leaf Frozen Yogurt,9,5.0,$,31.3121845857929,-94.7239533693115,Lufkin,TX
The Frozen Goat,7,4.0,$$,31.613657,-94.6528702,Nacogdoches,TX
Chilly Fillmore's Frozen Yogurt,5,4.0,$$,31.6222529,-94.6529053,Nacogdoches,TX
SWEET STREET TREATS,1,4.0,N/A,31.32494,-94.72705,Lufkin,TX
Marble Slab Creamery,6,2.0,$,31.3104919968939,-94.7217912287932,Lufkin,TX
Marble Slab Creamery,4,3.5,$$$,31.62582,-94.65265,Nacogdoches,TX
Dairy Queen No 3,4,3.0,$,31.3344345092773,-94.7613220214844,Lufkin,TX
Dairy Queen,4,3.0,$$,31.3519535064697,-94.6985473632812,Lufkin,TX
Dairy Queen,2,3.0,N/A,31.2745,-94.57228,Huntington,TX
Sonic,2,4.0,N/A,30.991995,-94.826885,Corrigan,TX
El Coco Loco,1,3.0,$$,31.6010193123791,-94.6579243104724,Nacogdoches,TX
Dairy Queen,6,1.5,$,31.63279,-94.6531,Nacogdoches,TX
Dunkin' Donuts Baskin Robbins,3,1.5,$,31.6288433074951,-94.6529159545898,Nacogdoches,TX
Marble Slab Creamery and Great American Cookies,8,4.5,$$,31.1171489,-93.2735244,Leesville,LA
Chil Factor,5,4.5,$$,31.109866,-93.271272,New Llano,LA
Marble Slab Creamery,2,3.0,N/A,31.1221123,-93.2731018,Leesville,LA
Dairy Queen,2,3.0,N/A,31.3482262636664,-93.8382129371166,Hemphill,TX
Dairy Queen,2,3.5,$,31.56044,-93.47468,Many,LA
Spoon's,10,4.5,$,31.273332,-92.462492,Alexandria,LA
Beans n' Cream,6,3.0,$,31.2925849,-92.5039932,Alexandria,LA
Sweet Frog Premium Frozen Yogurt,2,5.0,$,31.361634,-92.411955,Pineville,LA
Sneaux on the Geaux,1,5.0,$,31.3066755,-92.5197932,Alexandria,LA
Yum Yogurt,5,4.0,$$,31.1176175,-92.067787,Marksville,LA
Dairy Queen,6,1.5,$,31.29378,-92.47727,Alexandria,LA
Bon Swirl,3,1.5,$,31.2758335583206,-92.4824206743963,Alexandria,LA
Dairy Maid,2,4.5,N/A,31.5800835192204,-92.529334500432,Dry Prong,LA
The Malt Shop,16,3.5,$,31.5548076629639,-91.4021835327148,Natchez,MS
Bellemont Shake Shop,4,4.0,$,31.5165769547829,-91.3851654902101,Natchez,MS
Deliciyoso Frozen Yogurt,2,4.0,$,31.528618,-91.387627,Natchez,MS
Cha Cha's Custard & More,3,5.0,$,31.2340988,-89.8649932,Foxworth,MS
Sweet Pea's Treats,2,5.0,N/A,30.844968,-90.1548198,Franklinton,LA
Pine Malt Stand,1,3.0,$,30.9167873114347,-90.0131924450397,Franklinton,LA
The Deck,1,4.0,$,31.2589897,-89.8356593,Columbia,MS
Domenico's Gelato Bar,2,5.0,$,31.3269463,-89.2892456,Hattiesburg,MS
Dairy Queen,4,4.0,$,30.8294435,-88.0864989,Saraland,AL
Dairy Queen,2,4.0,$,31.5491119,-87.8790049,Jackson,AL
Dean's Northside Grill,2,5.0,$$,31.0302544,-87.4936447,Atmore,AL
Mr. Mac's Soda Shoppe,1,5.0,N/A,30.85261,-88.05772,Satsuma,AL
Ugwees Ice Cream Shop,2,5.0,$,31.6363380381908,-86.6012227535248,Georgiana,AL
Dairy Queen,4,3.5,$,31.3080448230492,-86.4794822875439,Andalusia,AL
Milky Moo's,32,4.0,$,31.31502,-85.8535,Enterprise,AL
Chill Yogurt Cafe,12,4.0,$,31.3197489827871,-85.8305718004704,Enterprise,AL
Dothan Ice Cream Company,2,4.0,$,31.2240159320667,-85.3921821111375,Dothan,AL
Chill Yogurt,7,2.5,$,31.2461452484131,-85.4279251098633,Dothan,AL
Sno Dash,6,3.5,$$,31.2316012,-85.4321972,Dothan,AL
Cold Stone Creamery,8,3.5,$,31.2684594929295,-85.449703905835,Dothan,AL
Earnie's Snowballs,3,5.0,N/A,31.2295180392755,-85.4319811239839,Dothan,AL
Milky Moo's Homemade Ice Cream,4,4.5,$,31.4592409,-85.6388594,Ozark,AL
Todd Farms,5,4.5,$$,31.3236006049284,-85.3447497149414,Headland,AL
Rita's Italian Ice,1,5.0,N/A,31.2620088,-85.4397847,Dothan,AL
Dairy Queen,5,3.0,$,31.3211021,-85.8306656,Enterprise,AL
Dairy King,1,5.0,N/A,31.4583293879338,-85.6257567408715,Ozark,AL
Bruster's Real Ice Cream - Dothan,1,3.0,N/A,31.26538,-85.44083,Dothan,AL
Dairy Queen,4,4.0,$,31.3075992465019,-85.4963538050652,Midland City,AL
Baskin Robbins,2,1.5,$$,31.2258823218324,-85.4316462250114,Dothan,AL
Which Wich,3,2.0,$$,31.2387064122514,-85.4665692150593,Dothan,AL
The Shoppe,1,5.0,$,31.0437125391332,-85.8727383506568,Geneva,AL
Bruster's Ice Cream,6,4.0,$,31.61316,-84.22122,Albany,GA
Freeze Frozen Yogurt,4,5.0,$,31.55961,-84.22541,Albany,GA
Tcby Treats Yogurt & Ice Cream,3,4.0,$,31.60905,-84.21098,Albany,GA
Dairy Queen,2,3.0,N/A,31.2273693,-84.1991577,Camilla,GA
Cool Scoops,1,5.0,N/A,31.5784225612879,-84.1496904194355,Albany,GA
Swirl,2,4.5,$$,31.6556340012866,-84.1748606594258,Leesburg,GA
Cakery,6,3.0,$$,31.5908787778485,-84.1772632604958,Albany,GA
Dairy Queen,3,1.5,$,31.5703239440918,-84.1034545898438,Albany,GA
Blue Moon Ice Cream & Brick Oven Pizzeria,2,1.0,N/A,31.6147499,-84.2166672,Albany,GA
Yellow Monkey Frozen Yogurt,6,4.0,$$,31.453903,-83.527852,Tifton,GA
The Mix - Valdosta,9,4.5,$,30.8471215114427,-83.3035224125368,Valdosta,GA
The Scoop Ice Cream Parlor & Sandwich Shop,2,4.5,N/A,30.87088,-83.28255,Valdosta,GA
Marble Slab Creamery,1,5.0,N/A,30.84733,-83.32236,Valdosta,GA
Bruster's Real Ice Cream,2,4.0,$$,30.8409957885742,-83.320198059082,Valdosta,GA
Snopocalypse,5,5.0,$,30.822559826939,-83.2748681027191,Valdosta,GA
Dairy Queen,4,3.0,$,31.45009,-83.5157,Tifton,GA
Dairy Queen,7,3.5,N/A,30.8833839963619,-83.2890352606773,Valdosta,GA
Menchie's Frozen Yogurt,1,4.0,$$,30.8432576440936,-83.3199604600668,Valdosta,GA
Burton Brooks Orchard,3,5.0,N/A,30.9974346160889,-83.5346984863281,Barney,GA
Huddle House,2,3.5,$,31.0410900115967,-83.0750503540039,Lakeland,GA
Bruster's,4,3.0,$,30.87424659729,-83.2920532226562,Valdosta,GA
Dairy Queen,2,1.0,$,31.465913772583,-83.5025329589844,Tifton,GA
La' Berry Frozen Yogurt Cafe,4,2.5,$$,30.8473909969333,-83.3222639622604,Valdosta,GA
The Scoop,3,3.0,$,30.8715699613094,-83.2817208766937,Valdosta,GA
La' Berry Frozen Yogurt Cafe,1,1.0,N/A,31.463219860248,-83.5281165196988,Tifton,GA
Dairy Queen,3,1.0,N/A,30.8207278070263,-83.3124752828728,Valdosta,GA
Dairy Queen,1,1.0,N/A,30.83871,-83.27942,Valdosta,GA
Dairy Queen,9,1.0,$,30.89519,-83.3573399,Valdosta,GA
Cafe Euro,14,4.5,$,31.6051710273429,-81.8832384103736,Jesup,GA
Dairy Queen,2,3.5,N/A,31.2132358551025,-82.3527603149414,Waycross,GA
For The Love Of Yogurt,3,4.5,$$,31.6155891418457,-81.896354675293,Jesup,GA
Whistlin Dixie,1,4.0,N/A,30.830699,-82.009528,Folkston,GA
Dairy Queen of Nahunta,5,3.0,$,31.2012424468994,-81.9866561889648,Nahunta,GA
Dairy Queen,4,3.0,$,30.818332,-82.000961,Folkston,GA
Hwy 55 Burgers Shakes & Fries,2,1.5,N/A,31.198342776634,-82.3234337537732,Waycross,GA
Dairy Queen,2,2.5,$,31.6051,-81.8883,Jesup,GA
Huddle House Restaurant,1,4.0,$,31.602390781045,-81.8977499753237,Jesup,GA
Old Benson Ice Cream Shop,37,4.0,$,31.96892,-110.29766,Benson,AZ
The Screamery HandCrafted Ice Cream,114,4.5,$$,32.21968,-110.77392,Tucson,AZ
Freddy's Frozen Custard & Steakburgers,48,3.0,$,32.08872,-110.77475,Tucson,AZ
Tay's Brew House,6,5.0,$,31.9564703411313,-110.772059729511,Corona de Tucson,AZ
Josie's Frozen Yogurt,15,3.5,$,31.5595351,-110.2571251,Sierra Vista,AZ
Baskin-Robbins,9,3.0,$,32.104866027832,-110.774703979492,Tucson,AZ
Dairy Queen,26,3.0,$,32.04468,-110.71283,Vail,AZ
Cayley Cakes,15,4.5,$$,32.2598630918466,-110.80140363425,Tucson,AZ
Baskin-Robbins,12,4.0,$,32.2207451,-110.8076771,Tucson,AZ
Sweets Ala Mode,6,2.0,N/A,31.5396119989547,-110.257976017892,Sierra Vista,AZ
Cold Stone Creamery,13,3.5,$,32.20686,-110.78822,Tucson,AZ
Sonoita Chuckwagon Grill & Saloon,9,3.0,$,31.6805252752096,-110.656266332016,Sonoita,AZ
Dairy Queen,14,2.5,$,32.1919306049014,-110.826097726822,Tucson,AZ
Dairy Queen,6,2.5,$,32.2587486,-110.8017628,Tucson,AZ
Zona Ice,1,5.0,N/A,32.2214469909668,-110.81324005127,Tucson,AZ
Dairy Queen,2,2.5,$,31.5543,-110.29772,Sierra Vista,AZ
Caliche's Frozen Custard,87,4.5,$,32.3012084960938,-106.791664123535,Las Cruces,NM
Caliches Frozen Custard,34,4.0,$,32.3222923278809,-106.733680725098,Las Cruces,NM
Sweet CeCe's Frozen Yogurt & Treats,15,4.5,$$,32.2841519914461,-106.757137056765,Las Cruces,NM
Orange Leaf Frozen Yogurt,8,4.0,$,32.3071407,-106.7418525,Las Cruces,NM
Paleteria La Reyna Michoacana 2,1,5.0,N/A,32.3901557922363,-106.813148498535,Dona Ana,NM
Sweet Cece's Frozen Yogurt & Treats,2,5.0,$,32.3192101,-106.7357864,Las Cruces,NM
Paleteria La Reyna Michoacana,2,2.5,$,32.3289274,-106.7806114,Las Cruces,NM
Yogoberry,6,3.5,$,32.31076,-106.74271,Las Cruces,NM
Cold Stone Creamery,9,2.0,$$$,32.3488540649414,-106.765182495117,Las Cruces,NM
Baskin Robbins,2,2.5,$,32.2955802083015,-106.757116913795,Las Cruces,NM
Icy Summer Rolling Ice Ceream,4,4.5,$$,32.31162,-106.75702,Las Cruces,NM
Alegre Ice Cream,23,4.5,$,31.757708,-106.273178,El Paso,TX
Fahrenheit 32,28,3.5,$,31.76121,-106.27064,El Paso,TX
Menchie's,10,5.0,$,31.7224212,-106.3035047,El Paso,TX
Orange Leaf Frozen Yogurt,9,4.5,$,31.79292,-106.26125,El Paso,TX
Craze,15,3.5,$$,31.725323,-106.304461,El Paso,TX
La Fuente Michoacana,6,3.0,$,31.7919757598971,-106.261378389214,El Paso,TX
Bites Urban Snackery,4,5.0,$$,31.7627484664108,-106.266432081252,El Paso,TX
Cold Stone Creamery,9,4.0,$,31.75739,-106.27206,El Paso,TX
Maribu's Frozen Yogurt and Snacks,3,4.5,$,31.7917427891971,-106.258188821375,El Paso,TX
Vani Cafe de Europa,6,3.5,$,31.7365414,-106.294133,El Paso,TX
